split,domain_score
val,0.9056925
val,0.8885783
val,0.876493
val,0.8644427
val,0.8542309
val,0.9212701
val,0.9464496
val,0.9409977
val,0.8988049
val,0.80159104
val,0.8937111
val,0.866886
val,0.655131
val,0.9362415
val,0.9277959
val,0.83265114
val,0.8600498
val,0.91181946
val,0.9517472
val,0.95876783
val,0.96697384
val,0.96607053
val,0.9249649
val,0.96529347
val,0.9701892
val,0.92705923
val,0.7344427
val,0.9500956
val,0.9771257
val,0.9565571
val,0.9469772
val,0.94091934
val,0.92754257
val,0.9600294
val,0.91372275
val,0.9688682
val,0.96367323
val,0.93810636
val,0.9608634
val,0.9497915
val,0.90091634
val,0.9755726
val,0.98080873
val,0.96139073
val,0.9242684
val,0.9747532
val,0.95875055
val,0.95883375
val,0.8340662
val,0.94880754
val,0.93503106
val,0.9677405
val,0.9444991
val,0.9610791
val,0.95812553
val,0.9682811
val,0.90671873
val,0.7313507
val,0.9763505
val,0.9392527
val,0.9050508
val,0.95713717
val,0.9570328
val,0.9598622
val,0.9687204
val,0.980036
val,0.98243004
val,0.9752346
val,0.9773859
val,0.93573284
val,0.9707475
val,0.9495042
val,0.95800537
val,0.966123
val,0.9020825
val,0.95676976
val,0.8835115
val,0.9556299
val,0.9654171
val,0.9314103
val,0.8694475
val,0.89435345
val,0.96024334
val,0.90185964
val,0.97164524
val,0.95642436
val,0.9330938
val,0.95223
val,0.9584328
val,0.97184336
val,0.9343503
val,0.94926596
val,0.967919
val,0.9597415
val,0.9726907
val,0.9694909
val,0.9694738
val,0.95870316
val,0.94885945
val,0.99687296
val,0.93970156
val,0.9015722
val,0.9846809
val,0.9514992
val,0.8893244
val,0.96478367
val,0.93467534
val,0.9310076
val,0.95653445
val,0.97945976
val,0.9596443
val,0.93871844
val,0.9708328
val,0.957326
val,0.9966935
val,0.94154036
val,0.9679053
val,0.8439027
val,0.8394017
val,0.95661026
val,0.8558444
val,0.9578225
val,0.8834455
val,0.96384585
val,0.95074844
val,0.93204415
val,0.9746086
val,0.9362056
val,0.955475
val,0.9139106
val,0.9546802
val,0.95875067
val,0.92265195
val,0.96965337
val,0.9056162
val,0.96302605
val,0.94805926
val,0.97353554
val,0.9683707
val,0.9752383
val,0.87729764
val,0.955605
val,0.9598664
val,0.96488374
val,0.92526865
val,0.95455277
val,0.9552008
val,0.9628538
val,0.9777337
val,0.887509
val,0.9555495
val,0.957881
val,0.96088994
val,0.9688264
val,0.93492955
val,0.96918565
val,0.9124023
val,0.9542706
val,0.93295264
val,0.9686662
val,0.967241
val,0.968223
val,0.9366263
val,0.9610357
val,0.95787156
val,0.9759661
val,0.9692706
val,0.977525
val,0.97856563
val,0.9438212
val,0.9391433
val,0.8507003
val,0.96391577
val,0.95727515
val,0.9697002
val,0.98497534
val,0.93915594
val,0.96502423
val,0.94485795
val,0.9710083
val,0.96121454
val,0.9619061
val,0.95985687
val,0.93711007
val,0.95394814
val,0.95460963
val,0.9501016
val,0.96989155
val,0.9567586
val,0.9649922
val,0.864746
val,0.9490323
val,0.94913405
val,0.94889367
val,0.9468514
val,0.96063936
val,0.9635749
val,0.9592533
val,0.95250046
val,0.88647974
val,0.9655779
val,0.9434588
val,0.9196793
val,0.8925109
val,0.6332787
val,0.95594096
val,0.9408001
val,0.96985483
val,0.9222716
val,0.89824677
val,0.97504246
val,0.9630413
val,0.9703245
val,0.97715986
val,0.96788
val,0.9657552
val,0.9667845
val,0.97326845
val,0.9428638
val,0.9772433
val,0.9616357
val,0.95942557
val,0.8764949
val,0.9685786
val,0.94952893
val,0.9612529
val,0.89896613
val,0.960956
val,0.947844
val,0.899029
val,0.9706981
val,0.93017936
val,0.93590057
val,0.9513583
val,0.9615009
val,0.9702942
val,0.9097402
val,0.9061774
val,0.86521834
val,0.94117105
val,0.9620292
val,0.96407354
val,0.94430304
val,0.97589725
val,0.9758066
val,0.96046704
val,0.9544438
val,0.96797454
val,0.9496758
val,0.940585
val,0.9707241
val,0.96676016
val,0.9792175
val,0.9649434
val,0.93689257
val,0.94580805
val,0.9509289
val,0.78366613
val,0.96501434
val,0.9738615
val,0.9257212
val,0.9600568
val,0.940972
val,0.9700607
val,0.9684652
val,0.96945167
val,0.90838325
val,0.95432776
val,0.9673703
val,0.9576055
val,0.9953408
val,0.9606313
val,0.95269024
val,0.94430864
val,0.9693531
val,0.9582205
val,0.9740389
val,0.97044456
val,0.96729
val,0.9794353
val,0.9605706
val,0.9401187
val,0.9716448
val,0.9650372
val,0.9302123
val,0.9687884
val,0.9572695
val,0.9656968
val,0.94589937
val,0.94428796
val,0.96747607
val,0.9529606
val,0.96858734
val,0.95160156
val,0.95706296
val,0.9492204
val,0.9341034
val,0.9553193
val,0.9425736
val,0.9630032
val,0.9602537
val,0.9605522
val,0.9431268
val,0.9711765
val,0.9650538
val,0.9598749
val,0.9656186
val,0.9653558
val,0.9604266
val,0.9482913
val,0.9464386
val,0.97132415
val,0.9418342
val,0.9704514
val,0.9467294
val,0.96582514
val,0.95805115
val,0.8670393
val,0.97353464
val,0.93406945
val,0.96433085
val,0.9437246
val,0.9283287
val,0.9208107
val,0.9786626
val,0.9694662
val,0.8853111
val,0.9702086
val,0.96928495
val,0.9807801
val,0.9440364
val,0.96851975
val,0.9580549
val,0.9616688
val,0.9002659
val,0.92293453
val,0.91475934
val,0.94829285
val,0.86576265
val,0.83219516
val,0.9560604
val,0.9200733
val,0.9317842
val,0.9759448
val,0.9533951
val,0.92306185
val,0.9638084
val,0.87000614
val,0.9540633
val,0.9725883
val,0.9347512
val,0.96723056
val,0.96630037
val,0.93261397
val,0.95337826
val,0.93118507
val,0.9521452
val,0.9457576
val,0.9701495
val,0.94482243
val,0.96133375
val,0.9428799
val,0.93161654
val,0.96678233
val,0.8861087
val,0.9428797
val,0.954718
val,0.94840807
val,0.9572185
val,0.94637614
val,0.9616162
val,0.8950757
val,0.96129316
val,0.84285414
val,0.97337496
val,0.95737135
val,0.9209417
val,0.9679304
val,0.9718722
val,0.94158673
val,0.95684326
val,0.9782353
val,0.96766317
val,0.97117996
val,0.9429889
val,0.9602499
val,0.7853309
val,0.96263933
val,0.96090055
val,0.9544183
val,0.971318
val,0.9628965
val,0.9714061
val,0.9677167
val,0.83529717
val,0.9435487
val,0.96269333
val,0.93935907
val,0.9522835
val,0.96040845
val,0.9554082
val,0.9750118
val,0.96914357
val,0.9513837
val,0.9691614
val,0.75707126
val,0.9690923
val,0.80732065
val,0.93941295
val,0.957588
val,0.95943606
val,0.9522644
val,0.9324167
val,0.9592412
val,0.9372362
val,0.96501005
val,0.9724399
val,0.94916284
val,0.9463423
val,0.88139725
val,0.96550035
val,0.9571447
val,0.9348689
val,0.95318747
val,0.96120954
val,0.96887183
val,0.97462445
val,0.9425209
val,0.9672881
val,0.95854884
val,0.9634345
val,0.9557849
val,0.9692087
val,0.9719855
val,0.9825237
val,0.9617177
val,0.9327043
val,0.9054266
val,0.9686905
val,0.96999085
val,0.9871339
val,0.9619398
val,0.95933354
val,0.93424535
val,0.9559052
val,0.9501413
val,0.913248
val,0.9728918
val,0.94894266
val,0.95072997
val,0.96212566
val,0.8840646
val,0.9298694
val,0.76273304
val,0.9768884
val,0.9413521
val,0.9363659
val,0.9560664
val,0.93725157
val,0.9211476
val,0.8654945
val,0.96536607
val,0.9666148
val,0.9141099
val,0.8422183
val,0.9633237
val,0.9594068
val,0.9514422
val,0.96513855
val,0.9344372
val,0.9453141
val,0.9717792
val,0.9552721
val,0.95140266
val,0.93561995
val,0.9616591
val,0.9670552
val,0.96108663
val,0.9706229
val,0.9630963
val,0.96762156
val,0.96108043
val,0.94715023
val,0.9292029
val,0.9508811
val,0.97243273
val,0.96580935
val,0.9455565
val,0.8923086
val,0.9522061
val,0.9328103
val,0.95224583
val,0.9611964
val,0.8736947
val,0.97148263
val,0.9337541
val,0.9389361
val,0.87151116
val,0.9217174
val,0.94535804
val,0.9306068
val,0.96965086
val,0.9621656
val,0.9596728
val,0.9871768
val,0.9673352
val,0.969858
val,0.9474124
val,0.94846094
val,0.9387704
val,0.96793
val,0.95844996
val,0.97559905
val,0.9723687
val,0.9454975
val,0.97015435
val,0.9541621
val,0.91929793
val,0.9543495
val,0.8777879
val,0.9513924
val,0.92043847
val,0.94798434
val,0.9667506
val,0.95942813
val,0.9642512
val,0.9224674
val,0.90102804
val,0.8297013
val,0.946697
val,0.9615502
val,0.9595137
val,0.8923589
val,0.9450968
val,0.9383599
val,0.9688356
val,0.9712502
val,0.967304
val,0.94081914
val,0.9642299
val,0.92065585
val,0.96274376
val,0.954638
val,0.9693868
val,0.97274
val,0.96923095
val,0.97822404
val,0.9672734
val,0.932285
val,0.9704453
val,0.9624326
val,0.93857
val,0.93900484
val,0.9695159
val,0.9670677
val,0.9717268
val,0.9575781
val,0.9657839
val,0.9680882
val,0.8904362
val,0.93816394
val,0.89949864
val,0.9535806
val,0.9527708
val,0.95428836
val,0.9631894
val,0.88169676
val,0.9429675
val,0.86456
val,0.9558266
val,0.9430831
val,0.9748504
val,0.9625252
val,0.88422596
val,0.9638307
val,0.9504864
val,0.9504369
val,0.9495803
val,0.95861167
val,0.90437824
val,0.97836185
val,0.8542148
val,0.8813081
val,0.97704923
val,0.9252764
val,0.941796
val,0.9615585
val,0.9595968
val,0.96261626
val,0.962707
val,0.7245223
val,0.8643259
val,0.95974576
val,0.9723545
val,0.9531603
val,0.9844111
val,0.91595757
val,0.9567878
val,0.9940013
val,0.9798893
val,0.97283435
val,0.97675675
val,0.97892964
val,0.9867804
val,0.9438138
val,0.94782627
val,0.98872745
val,0.9756419
val,0.9216634
val,0.95573974
val,0.9811727
val,0.99436384
val,0.9770192
val,0.98203313
val,0.9690007
val,0.98661697
val,0.99681985
val,0.72855026
val,0.9665905
val,0.95821375
val,0.99923825
val,0.97070944
val,0.98891306
val,0.9868088
val,0.9928968
val,0.99796474
val,0.9820181
val,0.9667964
val,0.985092
val,0.9835291
val,0.9619026
val,0.98698986
val,0.9632103
val,0.9799856
val,0.9958956
val,0.9555664
val,0.98944485
val,0.988588
val,0.95405495
val,0.9804237
val,0.97647107
val,0.9570247
val,0.97444785
val,0.9950793
val,0.988502
val,0.98837626
val,0.98509616
val,0.9874536
val,0.99974644
val,0.9774128
val,0.9792445
val,0.949159
val,0.9864129
val,0.9807768
val,0.9644176
val,0.9897866
val,0.98928523
val,0.98732466
val,0.9703052
val,0.97293687
val,0.9802897
val,0.9808203
val,0.9869151
val,0.9937973
val,0.98866546
val,0.97734916
val,0.9370143
val,0.9808147
val,0.97692263
val,0.9226807
val,0.99248785
val,0.80711526
val,0.9566039
val,0.9793643
val,0.98591286
val,0.9849889
val,0.91963553
val,0.9909506
val,0.8270283
val,0.8848952
val,0.95477414
val,0.95989764
val,0.99274755
val,0.9963199
val,0.9926913
val,0.7902957
val,0.98949873
val,0.9933908
val,0.98084664
val,0.9968404
val,0.9962827
val,0.99330753
val,0.7970913
val,0.9931656
val,0.98184854
val,0.69446015
val,0.98936677
val,0.99808335
val,0.99263453
val,0.98578143
val,0.97777295
val,0.7571446
val,0.91879773
val,0.918573
val,0.8523302
val,0.9909849
val,0.9951842
val,0.8332505
val,0.90593123
val,0.98426497
val,0.958893
val,0.98174053
val,0.96426725
val,0.77891
val,0.9768931
val,0.94535226
val,0.822355
val,0.99999964
val,0.9865409
val,0.9827368
val,0.9999999
val,0.9941467
val,0.9119283
val,0.98153836
val,1.0
val,0.9951463
val,0.853352
val,0.9919833
val,0.9526963
val,0.9905262
val,0.9967339
val,0.5759572
val,0.98390293
val,0.97998905
val,0.8095013
val,0.99265444
val,0.9948982
val,0.9515946
val,0.84260666
val,0.65715235
val,0.9932144
val,0.99108124
val,0.9861119
val,0.9515577
val,0.9872396
val,0.99197817
val,0.9884205
val,0.9764854
val,0.9999987
val,0.9466306
val,0.99999785
val,0.9858833
val,0.9826039
val,0.9509233
val,0.96497756
val,0.9989133
val,0.992631
val,0.9944302
val,0.99265385
val,0.99299777
val,0.985742
val,0.9853345
val,0.86531603
val,0.8883575
val,0.9905616
val,0.8930061
val,0.9760405
val,0.95655394
val,0.9261997
val,0.98128396
val,0.99507606
val,0.9798986
val,0.9898747
val,0.99093926
val,0.98614645
val,0.9914843
val,0.9938353
val,0.99986243
val,0.9446155
val,0.99265337
val,0.98997366
val,0.980217
val,0.97589827
val,0.9738862
val,0.9734459
val,0.98364353
val,0.9928763
val,0.90493685
val,0.98162395
val,0.9756301
val,0.9907544
val,0.94484764
val,0.9999992
val,0.9877845
val,0.9841067
val,0.995742
val,0.9857724
val,0.9942758
val,0.98711956
val,0.9930684
val,0.9958016
val,0.88319993
val,0.98126876
val,0.9941247
val,0.9862157
val,0.68123806
val,0.89090455
val,0.9795788
val,0.9797255
val,0.9910347
val,0.8044332
val,0.99365485
val,0.9371242
val,0.98727334
val,0.9691044
val,0.9404191
val,0.92858315
val,0.99480796
val,0.98096395
val,0.8361415
val,0.9942846
val,0.9574146
val,0.94473726
val,0.635818
val,0.9786123
val,0.9938401
val,0.95375603
val,0.9561011
val,0.95776767
val,0.90844935
val,0.9785591
val,0.9705973
val,0.9165133
val,0.9390272
val,0.81143355
val,0.9110646
val,0.96956885
val,0.98291034
val,0.9625501
val,0.98579115
val,0.8268566
val,0.9606033
val,0.9817752
val,0.9086955
val,0.9964957
val,0.9964637
val,0.9928442
val,0.99397856
val,0.9747667
val,0.8808202
val,0.98492414
val,0.9842513
val,0.98429066
val,0.9704313
val,0.994234
val,0.98775816
val,0.9868848
val,0.93233365
val,0.99585533
val,0.98819244
val,0.9900365
val,0.99172664
val,0.9999577
val,0.83913004
val,0.98166513
val,0.9446311
val,0.992911
val,0.98791337
val,0.9916141
val,0.9891523
val,0.99280804
val,0.9935341
val,0.94660413
val,0.9628558
val,0.9922099
val,0.9885485
val,0.9837743
val,0.99271464
val,0.9871537
val,0.9462514
val,0.9825872
val,0.98636276
val,0.99445605
val,0.98443747
val,0.98411745
val,0.9801198
val,0.9916611
val,0.9943147
val,0.9899543
val,0.9896095
val,0.99028593
val,0.97146934
val,0.97873896
val,0.93130386
val,0.99162114
val,0.9784448
val,0.9960954
val,0.9878948
val,0.982207
val,0.9901968
val,0.990886
val,0.9674938
val,0.98237556
val,0.9606481
val,0.98461527
val,0.9975997
val,0.9880494
val,0.96395296
val,0.98889744
val,0.9952697
val,0.9817314
val,0.98074484
val,0.9624435
val,0.96260726
val,0.95980144
val,0.9324316
val,0.98924476
val,0.98290455
val,0.9740431
val,0.9806011
val,0.9757409
val,0.9828785
val,0.94090796
val,0.96540976
val,0.9871851
val,0.99557424
val,0.99340606
val,0.9925463
val,0.99554336
val,0.9590399
val,0.9911499
val,0.9477638
val,0.9873693
val,0.993595
val,0.9952104
val,0.9770751
val,0.992006
val,0.97281927
val,0.9956176
val,0.97073543
val,0.9824778
val,0.9966649
val,0.96283877
val,0.9792307
val,0.9814243
val,0.962553
val,0.99033356
val,0.99068636
val,0.9849288
val,0.9791676
val,0.94709
val,0.99741596
val,0.9597509
val,0.9667311
val,0.9816599
val,0.96938175
val,0.99978566
val,0.9773076
val,0.9817392
val,0.9910389
val,0.99639225
val,0.99162674
val,0.97777414
val,0.9873791
val,0.9680507
val,0.96648777
val,0.9996712
val,0.9954237
val,0.99641997
val,0.9674209
val,0.978886
val,0.7808212
val,0.9932314
val,0.9767219
val,0.99792516
val,0.99023986
val,0.9309501
val,0.99071455
val,0.9936621
val,0.99067366
val,0.98588574
val,0.98410654
val,0.9881513
val,0.9797862
val,0.8131834
val,0.9964307
val,0.99615747
val,0.9750551
val,0.9883128
val,0.99329937
val,0.9855964
val,0.98951185
val,0.98290884
val,0.9878853
val,0.9868486
val,0.966274
val,0.98711944
val,0.99465203
val,0.962018
val,0.98657894
val,0.9965004
val,0.9790124
val,0.97635305
val,0.9465499
val,0.9921986
val,0.99197817
val,0.9383221
val,0.9680347
val,0.98254895
val,0.995277
val,0.991446
val,0.9902425
val,0.97952706
val,0.9914696
val,0.9878566
val,0.99147046
val,0.98278487
val,0.99501026
val,0.994892
val,0.9749047
val,0.99040306
val,0.9553721
val,0.983914
val,0.9971315
val,0.9855839
val,0.9840329
val,0.99138933
val,0.98702884
val,0.9812059
val,0.9933157
val,0.9861865
val,0.99101985
val,0.9790341
val,0.9973455
val,0.9960282
val,0.98145103
val,0.8559127
val,0.99227667
val,0.9880549
val,0.98449385
val,0.9838288
val,0.9853034
val,0.98381513
val,0.98913914
val,0.99222887
val,0.9901147
val,0.98323685
val,0.99521744
val,0.99156713
val,0.98235625
val,0.9774579
val,0.9937137
val,0.98182887
val,0.9657069
val,0.9871174
val,0.99810946
val,0.9711196
val,0.9768339
val,0.9883447
val,0.9853294
val,0.9976963
val,0.94419354
val,0.99646324
val,0.9907437
val,0.93885356
val,0.97593355
val,0.98139507
val,0.9402326
val,0.96715474
val,0.9815932
val,0.9695874
val,0.99741167
val,0.98410666
val,0.98072183
val,0.9970461
val,0.98973435
val,0.9542177
val,0.9387298
val,0.9641745
val,0.9720267
val,0.9733378
val,0.88060486
val,0.985432
val,0.9824785
val,0.9847005
val,0.9882806
val,0.98736155
val,0.92353874
val,0.9883001
val,0.90802366
val,0.9917205
val,0.9501528
val,0.99432456
val,0.99519914
val,0.9939698
val,0.99278545
val,0.96789837
val,0.783429
val,0.9872211
val,0.99558777
val,0.9893497
val,0.9775777
val,0.9933471
val,0.9913917
val,0.9690145
val,0.96895987
val,0.981881
val,0.9567615
val,0.9348267
val,0.99455905
val,0.7816909
val,0.9704863
val,0.99396384
val,0.80517495
val,0.9344033
val,0.9872886
val,0.9904494
val,0.9895053
val,0.9817754
val,0.9897515
val,0.9837735
val,0.9747515
val,0.998641
val,0.97826827
val,0.9831245
val,0.98799044
val,0.9272101
val,0.98695743
val,0.9244994
val,0.979826
val,0.99338067
val,0.9808365
val,0.99279225
val,0.9683971
val,0.99088454
val,0.9954301
val,0.9987769
val,0.97162426
val,0.9511014
val,0.9919406
val,0.98612833
val,0.9930621
val,0.9876394
val,0.9763496
val,0.9175235
val,0.9878572
val,0.9821688
val,0.9772395
val,0.9804177
val,0.99294925
val,0.98292804
val,0.98969805
val,0.99051905
val,0.90049857
val,0.9915025
val,0.99634653
val,0.99975735
val,0.9941559
val,0.8731605
val,0.98045576
val,0.99261713
val,0.99334455
val,0.98666286
val,0.986748
val,0.97677505
val,0.9956771
val,0.9869263
val,0.9923594
val,0.9943471
val,0.99109685
val,0.9686812
val,0.98783326
val,0.96499157
val,0.99190485
val,0.99203724
val,0.9839183
val,0.96483004
val,0.9732854
val,0.98507667
val,0.99383175
val,0.98653424
val,0.979879
val,0.968905
val,0.95852864
val,0.99258256
val,0.88764405
val,0.9820666
val,0.9850935
val,0.99474907
val,0.9876833
val,0.9980477
val,0.9995702
val,0.99746263
val,0.96935636
val,0.93775165
val,0.9951689
val,0.9897394
val,0.99043155
val,0.99873644
val,0.9929464
val,0.9899412
val,0.98632455
val,0.9921973
val,0.969061
val,0.9930717
val,0.97789836
val,0.99608946
val,0.98875064
val,0.9903956
val,0.9961679
val,0.953063
val,0.9783255
val,0.99841166
val,0.98182845
val,0.98538613
val,0.99495625
val,0.99504864
val,0.99059296
val,0.9916428
val,0.975876
val,0.98834467
val,0.9592903
val,0.99652636
val,0.98532623
val,0.9262091
val,0.984079
val,0.98987246
val,0.984534
val,0.9912278
val,0.9947369
val,0.97107744
val,0.9557946
val,0.9859021
val,0.9773437
val,0.9800553
val,0.96598077
val,0.9735969
val,0.98516285
val,0.98256963
val,0.97114635
val,0.9809303
val,0.9270122
val,0.99283534
val,0.9722704
val,0.989239
val,0.9860683
val,0.99283946
val,0.9766544
val,0.9939512
val,0.9989444
val,0.99641097
val,0.97538674
val,0.88251394
val,0.9915103
val,0.96530235
val,0.9879793
val,0.9911056
val,0.9990348
val,0.98213375
val,0.99166197
val,0.99342203
val,0.9972528
val,0.99516284
val,0.99559546
val,0.994948
val,0.9967178
val,0.9959806
val,0.9935394
val,0.9961029
val,0.9646768
val,0.9794495
val,0.97008157
val,0.985342
val,0.9829049
val,0.9897772
val,0.85771215
val,0.9848566
val,0.99409103
val,0.99383086
val,0.996489
val,0.9738073
val,0.9781358
val,0.96321785
val,0.9969439
val,0.9627936
val,0.98273516
val,0.99757075
val,0.9866132
val,0.9900145
val,0.9988643
val,0.98704296
val,0.99861753
val,0.9890895
val,0.99564767
val,0.9820725
val,0.7951821
val,0.9875914
val,0.96410686
val,0.9863827
val,0.9217777
val,0.7493241
val,0.9961122
val,0.7807049
val,0.98232096
val,0.9938936
val,0.9924334
val,0.9921793
val,0.9966663
val,0.838881
val,0.998748
val,0.98578846
val,0.9483659
val,0.98285735
val,0.98395187
val,0.9663296
val,0.95551777
val,0.9930476
val,0.88459456
val,0.89348316
val,0.84711015
val,0.5421177
val,0.9840185
val,0.9936369
val,0.99266326
val,0.75162363
val,0.9929739
val,0.8097404
val,0.95284444
val,0.6489091
val,0.9918566
val,0.9807861
val,0.7051985
val,0.98078763
val,0.99576616
val,0.96185803
val,0.99859643
val,0.8974249
val,0.99400806
val,0.98032314
val,0.9252513
val,0.98891455
val,0.9816681
val,0.9906298
val,0.9827335
val,0.80060047
val,0.6598773
val,0.98882926
val,0.9928745
val,0.81537914
val,0.9885082
val,0.9664993
val,0.90726614
val,0.9765922
val,0.9912237
val,0.98445874
val,0.9952829
val,0.9615277
val,0.91249466
val,0.9980949
val,0.95858544
val,0.99361736
val,0.9848671
val,0.7999759
val,0.9882638
val,0.99188805
val,0.9799198
val,0.93859255
val,0.9946449
val,0.999998
val,0.990486
val,0.99295735
val,0.9915862
val,0.9181748
val,0.7795573
val,0.9935189
val,0.9980665
val,0.7866125
val,0.9937897
val,0.924794
val,0.9996964
val,0.98962176
val,0.99129355
val,0.9959737
val,0.9915166
val,0.85296
val,0.90923244
val,0.931208
val,0.9843437
val,0.9585303
val,0.99110645
val,0.9733367
val,0.9953028
val,0.9791395
val,0.97349954
val,0.9946765
val,0.9871672
val,0.9789547
val,0.9563867
val,0.9249047
val,0.9859819
val,0.9945606
val,0.992059
val,0.9752059
val,0.98964703
val,0.92355347
val,0.9623147
val,0.95935094
val,0.9807248
val,0.95924544
val,0.96929574
val,0.98733866
val,0.98299795
val,0.9638399
val,0.98903596
val,0.99035406
val,0.9196077
val,0.97149795
val,0.99225914
val,0.9955939
val,0.9843501
val,0.99110806
val,0.9471149
val,0.9861986
val,0.9904716
val,0.9814532
val,0.99059176
val,0.99523395
val,0.99098957
val,0.98622847
val,0.9957142
val,0.9083175
val,0.99184614
val,0.9913722
val,0.9199117
val,0.9782536
val,0.98996806
val,0.95047736
val,0.9895665
val,0.9931402
val,0.9879348
val,0.98133975
val,0.98934186
val,0.96161073
val,0.98844814
val,0.9792817
val,0.994479
val,0.9904736
val,0.9669533
val,0.9889833
val,0.99447143
val,0.9794411
val,0.9838555
val,0.97643006
val,0.98797494
val,0.9889554
val,0.9738712
val,0.99568975
val,0.9933691
val,0.9861411
val,0.9279046
val,0.98610157
val,0.99272174
val,0.9882301
val,0.98354936
val,0.9903632
val,0.7391474
val,0.97908616
val,0.9882083
val,0.9944976
val,0.9840864
val,0.9981644
val,0.97897905
val,0.9387188
val,0.988749
val,0.9762317
val,0.9851332
val,0.9901056
val,0.9431824
val,0.98691833
val,0.99171036
val,0.98593724
internal_test,0.95445853
internal_test,0.9701259
internal_test,0.95775455
internal_test,0.97667444
internal_test,0.9488334
internal_test,0.9673562
internal_test,0.9449078
internal_test,0.94597816
internal_test,0.9721766
internal_test,0.9737185
internal_test,0.9183467
internal_test,0.84122324
internal_test,0.96588707
internal_test,0.9210914
internal_test,0.9731326
internal_test,0.9465234
internal_test,0.97327805
internal_test,0.93968916
internal_test,0.9566816
internal_test,0.97791857
internal_test,0.9507238
internal_test,0.94224304
internal_test,0.9696138
internal_test,0.9125395
internal_test,0.9601064
internal_test,0.93271905
internal_test,0.97321355
internal_test,0.9499981
internal_test,0.9615881
internal_test,0.96694744
internal_test,0.88695055
internal_test,0.975949
internal_test,0.9743661
internal_test,0.9540383
internal_test,0.8999502
internal_test,0.9409163
internal_test,0.96017045
internal_test,0.80641806
internal_test,0.9551913
internal_test,0.9423816
internal_test,0.93400776
internal_test,0.9654786
internal_test,0.9442196
internal_test,0.9676502
internal_test,0.91120744
internal_test,0.9371479
internal_test,0.9091239
internal_test,0.9481996
internal_test,0.9202639
internal_test,0.97023857
internal_test,0.9638109
internal_test,0.9465284
internal_test,0.91946036
internal_test,0.9416391
internal_test,0.9486597
internal_test,0.9498802
internal_test,0.9545457
internal_test,0.8061479
internal_test,0.94275117
internal_test,0.96795917
internal_test,0.94691575
internal_test,0.8877026
internal_test,0.95175624
internal_test,0.96231556
internal_test,0.9400312
internal_test,0.9702052
internal_test,0.889163
internal_test,0.8597108
internal_test,0.9760291
internal_test,0.972281
internal_test,0.9469322
internal_test,0.9725846
internal_test,0.94396424
internal_test,0.94379544
internal_test,0.9592339
internal_test,0.9569142
internal_test,0.94987845
internal_test,0.7721236
internal_test,0.9590436
internal_test,0.9610393
internal_test,0.92603415
internal_test,0.935473
internal_test,0.8794128
internal_test,0.9417331
internal_test,0.9730346
internal_test,0.972902
internal_test,0.9640339
internal_test,0.93655366
internal_test,0.9626473
internal_test,0.8999007
internal_test,0.9724271
internal_test,0.97130626
internal_test,0.9714495
internal_test,0.97960925
internal_test,0.9481642
internal_test,0.79220176
internal_test,0.9826342
internal_test,0.9567722
internal_test,0.9684453
internal_test,0.9734709
internal_test,0.99979115
internal_test,0.98393697
internal_test,0.9150261
internal_test,0.9830133
internal_test,0.990675
internal_test,0.9810382
internal_test,0.97897863
internal_test,0.9706811
internal_test,0.98162544
internal_test,0.99133706
internal_test,0.97734326
internal_test,0.9827846
internal_test,0.97539103
internal_test,0.9849843
internal_test,0.9833809
internal_test,0.9865557
internal_test,0.97166574
internal_test,0.9922737
internal_test,0.9840554
internal_test,0.9718175
internal_test,0.9906392
internal_test,0.97860575
internal_test,0.97072023
internal_test,0.9751516
internal_test,0.9869846
internal_test,0.95400596
internal_test,0.96810454
internal_test,0.96455896
internal_test,0.9614704
internal_test,0.99313426
internal_test,0.9893886
internal_test,0.9838818
internal_test,0.9807642
internal_test,0.9636713
internal_test,0.9434594
internal_test,0.9867213
internal_test,0.9822209
internal_test,0.9862186
internal_test,0.98408365
internal_test,0.9733503
internal_test,0.9880903
internal_test,0.9911051
internal_test,0.965193
internal_test,0.99266464
internal_test,0.99339414
internal_test,0.9894699
internal_test,0.9843321
internal_test,0.83773804
internal_test,0.99069136
internal_test,0.9704597
internal_test,0.97347873
internal_test,0.9798969
internal_test,0.9866421
internal_test,0.94051784
internal_test,0.96927726
internal_test,0.95092374
internal_test,0.9830854
internal_test,0.9908925
internal_test,0.95929766
internal_test,0.98573595
internal_test,0.9643166
internal_test,0.90928763
internal_test,0.98882544
internal_test,0.9157907
internal_test,0.97845536
internal_test,0.98597026
internal_test,0.9838363
internal_test,0.9916085
internal_test,0.9837785
internal_test,0.98796415
internal_test,0.7866016
internal_test,0.99042666
internal_test,0.966437
internal_test,0.9904001
internal_test,0.9802427
internal_test,0.98927903
internal_test,0.98301494
internal_test,0.9964503
internal_test,0.98829865
internal_test,0.995212
internal_test,0.9880861
internal_test,0.9689013
internal_test,0.98087597
internal_test,0.9841293
internal_test,0.9995547
internal_test,0.94685626
internal_test,0.9997951
internal_test,0.98679805
internal_test,0.9933337
internal_test,0.9707948
internal_test,0.9723877
internal_test,0.98993725
internal_test,0.8141897
internal_test,0.99085516
internal_test,0.9877769
internal_test,0.94146025
internal_test,0.87332654
internal_test,0.97589016
internal_test,0.9912658
internal_test,0.98314226
internal_test,0.9834373
internal_test,0.9886472
internal_test,0.9836175
internal_test,0.9815842
